question,answers,context
Jak nazywa się największe jezioro w Armenii?,['Sewan'],"Kontekst: Armenia jest krajem położonym na Kaukazie Południowym, znanym ze swoich górzystych terenów oraz dużej liczby jezior. Największym jeziorem na obszarze Armenii jest jezioro Sevan, które jest również jednym z największych wysłodkowych jezior na świecie i pełni ważną rolę dla ekosystemu oraz gospodarki kraju. 

Pytanie: Jak nazywa się największe jezioro w Armenii?"
Jak miała na imię ukochana doktora Judyma z „Ludzi bezdomnych”?,['Joanna'],"Kontekst:  
„Ludzie bezdomni” to powieść Stefana Żeromskiego, w której głównym bohaterem jest doktor Tomasz Judym. W trakcie całej powieści, Judym jest zaangażowany w walkę o poprawę warunków życia najuboższych warstw społeczeństwa, co często stawia go w konflikcie z otoczeniem. Jego życie uczuciowe odgrywa ważną rolę w fabule – szczególnie istotna jest jego relacja z ukochaną, której imię pojawia się w różnych fragmentach książki. Znając to imię, łatwiej zrozumieć motywacje doktora Judyma i jego wewnętrzne rozterki.  

Pytanie: Jak miała na imię ukochana doktora Judyma z „Ludzi bezdomnych”?"
W którym województwie leżą Płowce?,['w kujawsko-pomorskim'],"Kontekst: Płowce to miejscowość znana przede wszystkim z bitwy stoczonej w 1331 roku między wojskami polskimi a zakonem krzyżackim, która miała miejsce niedaleko miasta Włocławek. Obecnie Płowce znajdują się na terenie województwa kujawsko-pomorskiego."
Czyją ukochaną była Dalila?,['Samsona'],"Kontekst: Dalila była postacią biblijną, znaną przede wszystkim z Księgi Sędziów w Starym Testamencie. Była ukochaną Samsonа, którego zdradziła, ujawniając sekret jego niezwykłej siły – długie włosy – filistyńskim wrogom."
Czy Uniwersytet Oksfordzki mieści się w Londynie?,['nie'],"Kontekst: Uniwersytet Oksfordzki to jedna z najstarszych i najbardziej prestiżowych uczelni na świecie, która znajduje się w mieście Oksford, leżącym około 90 km na północny zachód od Londynu. Londyn jest stolicą Wielkiej Brytanii i największym miastem w kraju, jednak Uniwersytet Oksfordzki nie mieści się na jego terenie."
Tonkin to materiał do wyrobu wędek wykonany z jakiej rośliny?,['z bambusa'],"Kontekst: Tonkin to rodzaj trzciny wykorzystywanej w tradycyjnym rzemiośle do produkcji lekkich i elastycznych wędek, szczególnie popularny w południowo-wschodniej Azji. Rośnie głównie w rejonach tropikalnych i subtropikalnych, a jej charakterystyczna budowa pozwala na tworzenie wytrzymałych, jednocześnie giętkich prętów do wędek.

Pytanie: Tonkin to materiał do wyrobu wędek wykonany z jakiej rośliny?"
W którym roku został podpisany traktat wersalski?,['w 1919'],"Kontekst: Po zakończeniu I wojny światowej, która trwała od 1914 do 1918 roku, kraje zwycięskie postanowiły ustalić warunki pokoju. Konferencja pokojowa odbyła się w Paryżu, gdzie opracowano szereg traktatów, z których najważniejszym był traktat podpisany w Wersalu, który miał na celu oficjalne zakończenie wojny i nałożenie kar na Niemcy.  

Pytanie: W którym roku został podpisany traktat wersalski?"
Jak nazywa się najniższa figura w kartach?,['walet'],"Kontekst: W tradycyjnej talii kart do gry, ranking kart w każdej kolorze zaczyna się od najniższej wartości i rośnie do najwyższej. Najniższą kartą zazwyczaj jest karta, która ma najmniejszą wartość liczbową lub rangę, często używana jako punkt odniesienia w różnych grach karcianych.

Pytanie: Jak nazywa się najniższa figura w kartach?"
Jak w gwarze łowieckiej nazywają się uszy zająca?,['słuchy'],"Kontekst: W łowieckiej gwary zwierzęta i ich części ciała mają często własne, specyficzne nazwy. Przykładowo, zając, który jest popularnym obiektem polowań, posiada charakterystyczne długie uszy, które myśliwi określają unikalnym terminem, używanym w rozmowach podczas polowań lub opisów trofeów. 

Pytanie: Jak w gwarze łowieckiej nazywają się uszy zająca?"
W którym mieście rozgrywa się akcja West Side Story?,['w Nowym Jorku'],"Kontekst: West Side Story to słynny musical i film opowiadający historię rywalizacji między dwoma grupami młodzieży – Jets i Sharks – oraz miłości między członkami tych grup. Akcja dzieje się w dużym, miejskim środowisku, które odzwierciedla napięcia społeczne i kulturowe, typowe dla drugiej połowy XX wieku w Stanach Zjednoczonych. Dokładne miejsce akcji to dzielnica Nowego Jorku, z charakterystycznym miejskim tłem."
Przemysław Niemiec i Rafał Majka to polscy kolarze czy żużlowcy?,['kolarze'],"Kontekst: Przemysław Niemiec i Rafał Majka to znani polscy sportowcy, którzy odnieśli sukcesy głównie w wyścigach kolarskich na drogach, uczestnicząc w międzynarodowych zawodach takich jak Tour de France czy Giro d'Italia. Nie są związani z żużlem, który jest inną dyscypliną sportu motorowego."
Czym wyróżniał się dzielny żołnierzyk z ołowiu w bajce Andersena?,['nie miał nogi'],"Kontekst: W baśni Hansa Christiana Andersena „Dzielny żołnierzyk z ołowiu” główny bohater to mała figurka żołnierzyka wykonana z ołowiu, która odróżnia się od innych zabawek swoją odwagą i niezłomnym charakterem, mimo że ma tylko jedną nogę. Jego niezwykła wytrwałość i bohaterstwo sprawiają, że jest wyjątkowy na tle innych postaci w opowieści.

Pytanie: Czym wyróżniał się dzielny żołnierzyk z ołowiu w bajce Andersena?"
Na jakiej ulicy mieszkali Elmo i Ciasteczkowy Potwór?,['na ulicy Sezamkowej'],"Kontekst: Elmo i Ciasteczkowy Potwór to postacie z popularnego programu edukacyjnego dla dzieci pt. „Ulica Sezamkowa”. W programie tym mieszkańcy sąsiedztwa mieszkają na ulicy o tej samej nazwie. 

Pytanie: Na jakiej ulicy mieszkali Elmo i Ciasteczkowy Potwór?"
"O kim mówimy, że „wstrzymał słońce, ruszył Ziemię”?",['Mikołaj Kopernik'],"Kontekst: Mówimy o Mikołaju Koperniku, polskim astronomie z XVI wieku, który opracował heliocentryczny model Układu Słonecznego. Jego teoria zrewolucjonizowała wcześniejsze przekonania o budowie wszechświata, gdyż to nie Ziemia była centrum, lecz Słońce, wokół którego krążą planety. W literaturze i mowie potocznej często używa się metafory, że „wstrzymał słońce, ruszył Ziemię”, aby podkreślić jego przełomowe odkrycie zmieniające sposób postrzegania ruchów ciał niebieskich.

Czyli pytanie: O kim mówimy, że „wstrzymał słońce, ruszył Ziemię”?  
Odpowiedź: Mikołaj Kopernik."
"Jak nazywał się hiszpański malarz z XVII wieku, autor m.in. „Kuźni Wulkana”?",['Diego Velázquez'],"Kontekst: W historii sztuki XVII wieku jednym z najbardziej znanych hiszpańskich malarzy był artysta tworzący barokowe dzieła, często ukazujące sceny mitologiczne oraz portrety, a jego najwybitniejsze prace obejmują m.in. obraz zatytułowany „Kuźnia Wulkana”."
Który tragicznie zmarły aktor patronuje nagrodzie dla najlepszego aktora/aktorki młodego pokolenia?,['Zbyszek Cybulski'],"Kontekst: W Polsce istnieje specjalna nagroda filmowa przyznawana młodym aktorom i aktorkom, która nosi imię znanego aktora, który zmarł tragicznie i zyskał dużą popularność oraz uznanie artystyczne przedwcześnie kończąc życie. Nagroda ta ma na celu wyróżnienie i wsparcie młodego pokolenia talentów aktorskich, nawiązując do dziedzictwa tego wybitnego artysty."
Stańczyk był błaznem ilu królów?,"['trzech', '3']","Kontekst: Stańczyk był słynnym błaznem na dworze polskich królów w XVI wieku. Znany był ze swojej inteligencji i ostrej krytyki dworskiej polityki, co wyróżniało go spośród innych błaznów. Obsługiwał trzech monarchów polskich: Aleksandra Jagiellończyka, Zygmunta Starego oraz Zygmunta Augusta."
Czy ryż i bambus należą do tej samej rodziny roślin?,['tak'],"Kontekst: Ryż i bambus to rośliny, które mają wiele podobieństw botanicznych. Obie należą do rodziny traw (Poaceae), charakteryzującej się specyficzną budową łodyg i sposobem rozmnażania. Ze względu na wspólne cechy morfologiczne i genetyczne, często są klasyfikowane w tej samej rodzinie roślin."
Żółtodziób to drobny przestępca czy ktoś młody i niedoświadczony?,['ktoś młody i niedoświadczony'],"Kontekst: W języku polskim zwrot ""żółtodziób"" używany jest w przenośni na określenie osoby młodej i niedoświadczonej, która dopiero zaczyna swoją przygodę w danej dziedzinie lub sytuacji. Nie ma on związku z działalnością przestępczą."
Ile boków o równej długości występuje w trójkącie równoramiennym?,"['dwa', '2']","Kontekst: Trójkąt równoramienny to figura geometryczna, która ma dokładnie dwa boki o równej długości. Oznacza to, że dwa z trzech boków tej figury są takie same, a trzeci bok może mieć inną długość. 

Pytanie: Ile boków o równej długości występuje w trójkącie równoramiennym?"
Jak nazywał się dawny szlak handlowy między Chinami a Europą?,['Jedwabny Szlak'],"Kontekst: W średniowieczu i wczesnej nowożytności istniał słynny szlak handlowy łączący Azję Wschodnią, a szczególnie Chiny, z krajami Europy. Szlak ten umożliwiał wymianę towarów takich jak jedwab, przyprawy, porcelana i inne cenne produkty, a także sprzyjał kontaktom kulturowym i technologicznym między Wschodem a Zachodem. Znany był pod nazwą, która często pojawia się w podręcznikach historii i geografii."
"W jakim języku pisał hrabia Jan Potocki, autor m.in. Rękopisu znalezionego w Saragossie?","['we francuskim', 'po francusku']","Kontekst: Hrabia Jan Potocki był polskim pisarzem i uczonym żyjącym na przełomie XVIII i XIX wieku. Jego najsłynniejsze dzieło, „Rękopis znaleziony w Saragossie”, zostało napisane w języku francuskim, co było typowe dla wielu polskich arystokratów i intelektualistów tamtego okresu, którzy często posługiwali się francuskim jako językiem literatury i kultury."
Konformista to człowiek bezkrytycznie podporządkowujący się normom czy też sprzeciwiający się im?,['podporządkowujący się normom'],"Kontekst: W psychologii społecznej termin „konformista” odnosi się do osoby, która dostosowuje swoje zachowanie, przekonania lub nastawienie do obowiązujących norm grupy lub społeczeństwa, często bez krytycznego analizowania tych norm. Konformizm polega na podporządkowaniu się powszechnie akceptowanym zasadom, zwyczajom i oczekiwaniom, aby uniknąć konfliktów lub zyskać akceptację grupy. W przeciwieństwie do tego, osoba sprzeciwiająca się normom byłaby nazywana buntownikiem lub nonkonformistą.

Czyli konformista to człowiek bezkrytycznie podporządkowujący się normom."
Co zbierał domokrążca Jarema w serialu „Wojna domowa”?,['suchy chleb dla konia'],"Kontekst: W serialu „Wojna domowa” domokrążca Jarema odwiedzał mieszkańców, zbierając od nich różne przedmioty, które chodziły po domach w celu odzyskania zaległych należności. Jarema specjalizował się przede wszystkim w zbieraniu od mieszkańców starych mebli i sprzętów domowych, które następnie sprzedawał lub wymieniał. Dzięki temu jego postać była znana z systematycznego odwiedzania rodzin w celach windykacyjnych."
Za którego króla wybudowano pałac w Wilanowie?,['za Jana III Sobieskiego'],"Kontekst: Pałac w Wilanowie to barokowa rezydencja królewska położona w Warszawie. Został zbudowany w drugiej połowie XVII wieku jako letnia rezydencja króla Polski, znanego z obrony kraju przed najazdem szwedzkim oraz z licznych osiągnięć kulturalnych i politycznych. Ten monarcha to Jan III Sobieski."
Kwas askorbinowy to jaka witamina?,"['witamina C', 'C']","Kontekst: Kwas askorbinowy jest związkiem chemicznym znanym przede wszystkim jako witamina, która odgrywa ważną rolę w funkcjonowaniu organizmu człowieka, zwłaszcza w ochronie komórek przed stresem oksydacyjnym oraz w wspieraniu układu odpornościowego. W medycynie i dietetyce kwas askorbinowy jest powszechnie określany jako witamina C.

Pytanie: Kwas askorbinowy to jaka witamina?"
Ilu władców Polski pochodziło z dynastii Andegawenów?,"['dwoje', '2']","Kontekst: Dynastia Andegawenów (Angevini) była rodem królewskim pochodzącym z Francji, mającym znaczący wpływ na historię Europy w średniowieczu. W Polsce przedstawiciele tej dynastii zasiadali na tronie w XV wieku. Najbardziej znanym królem Polski z dynastii Andegawenów był Władysław II Jagiełło, a dokładniej – jego syn Władysław III Warneńczyk oraz królowa Jadwiga Andegaweńska, która pochodziła bezpośrednio z tej dynastii i panowała jako królowa Polski przed połączeniem z dynastią Jagiellonów. W Polsce dynastia ta była reprezentowana głównie przez Jadwigę Andegaweńską, która jako jedyna formalnie była władczynią z tej dynastii, gdy"
"Jak nazywał się włoski reżyser, autor filmu „Ukryte pragnienie”?",['Bernardo Bertolucci'],"Kontekst: „Ukryte pragnienie” to film wyreżyserowany przez włoskiego twórcę, znanego z unikalnego stylu i wkładu w kinematografię włoską. Reżyser ten zdobył uznanie dzięki swojej pracy nad tym właśnie filmem, który porusza kwestie emocji i ludzkich tęsknot. Jego nazwisko jest ściśle związane z tym dziełem."
"Miłosz, Żeromski, Reymont – który z nich nie dostał Nagrody Nobla?",['Żeromski'],"Kontekst: W polskiej literaturze XX wieku trzej wybitni pisarze – Czesław Miłosz, Stefan Żeromski i Władysław Reymont – są często wspominani ze względu na swoje osiągnięcia. Spośród nich tylko dwóch zostało uhonorowanych Nagrodą Nobla w dziedzinie literatury: Władysław Reymont otrzymał ją w 1924 roku, a Czesław Miłosz w 1980 roku. Stefan Żeromski, mimo swojego znaczącego wkładu w literaturę polską, tej nagrody nie otrzymał."
"Zupa Bouillabaisse przyrządzona z ryb, homarów, krabów jest przysmakiem kuchni którego państwa?",['Francji'],"Kontekst: Bouillabaisse to tradycyjna zupa rybna przygotowywana na bazie różnych gatunków świeżych ryb oraz owoców morza, takich jak homary i kraby. Pochodzi z południowej Francji, a dokładniej z regionu Prowansji i miasta Marsylia, które słynie z tego dania. Jest to jedno z najbardziej znanych i charakterystycznych dań kuchni francuskiej, cenione za bogaty smak i aromatyczne przyprawy. 

Czyli odpowiedź na pytanie, z którego państwa pochodzi zupa Bouillabaisse, to Francja."
"Tadeusz Andrzej Bonawentura, walczył o niepodległość USA. Jak brzmi jego nazwisko?",['Kościuszko'],"Kontekst: Tadeusz Andrzej Bonawentura, znany także jako Kazimierz Pułaski, był polskim oraz amerykańskim bohaterem narodowym, który wziął udział w walce o niepodległość Stanów Zjednoczonych w czasie wojny o niepodległość USA w XVIII wieku. Jego nazwisko jest często wymieniane w historii Polski i USA jako symbol walki o wolność. 

Pytanie: Tadeusz Andrzej Bonawentura, walczył o niepodległość USA. Jak brzmi jego nazwisko?"
