question,answers,context
300 sekund – ile to minut?,"['pięć', '5']",Słynna osoba lub rzecz to pięć.
Która część ciała była słabym punktem Achillesa?,['pięta'],Słynna osoba lub rzecz to pięta.
Kto odgrywał główną rolę w serialu „Jan Serce”?,['Kazimierz Kaczor'],Słynna osoba lub rzecz to Kazimierz Kaczor.
Ile gwiazd znajduje się na fladze Australii?,"['sześć', '6']",Słynna osoba lub rzecz to sześć.
Amnesty International to organizacja rządowa czy pozarządowa?,['pozarządowa'],Słynna osoba lub rzecz to pozarządowa.
Jakim pogardliwym mianem określają czarodzieje zwykłych ludzi w Harrym Potterze?,['mugole'],Słynna osoba lub rzecz to mugole.
Szczypiorniści grają w piłkę nożną czy ręczną?,['ręczną'],Słynna osoba lub rzecz to ręczną.
Kto grał główną rolę w filmie „Przypadek”?,['Bogusław Linda'],Słynna osoba lub rzecz to Bogusław Linda.
Czy Aleje Ujazdowskie w Warszawie należą do Traktu Królewskiego?,['tak'],W literaturze Polski odpowiedź jest tak.
Które państwo zostało zaatakowane w wyniku planu Barbarossa?,['ZSRR'],Słynna osoba lub rzecz to ZSRR.
Co ile lat odbywa się Międzynarodowy Festiwal Muzyki Współczesnej „Warszawska Jesień”?,"['co roku', '1']",Słynna osoba lub rzecz to co roku.
Która roślina osiąga większą wysokość: bambus czy trzcina cukrowa?,['bambus'],Słynna osoba lub rzecz to bambus.
"Jak nazywa się miasto, w którym w XVIII wieku założono Covent Garden?",['Londyn'],Słynna osoba lub rzecz to Londyn.
Jakie nazwisko nosiła Nel bohaterka w Pustyni i w puszczy?,['Rawlison'],Słynna osoba lub rzecz to Rawlison.
Ile razy Indira Gandhi była premierem Indii?,"['dwa', '2']",Słynna osoba lub rzecz to dwa.
Jak nazywa się choroba polegająca na złym widzeniu przy słabym świetle?,['kurza ślepota'],Słynna osoba lub rzecz to kurza ślepota.
W jakim filmie mężczyzna w białym garniturze zrywa lilie ze stawu?,['„Noce i dnie”'],Słynna osoba lub rzecz to „Noce i dnie”.
Jak nazywało się pismo wychodzące w pierwszej połowie XVIII wieku w Londynie?,['Spectator'],Słynna osoba lub rzecz to Spectator.
Jak nazywała się włoska waluta przed wprowadzeniem euro?,['lir'],Słynna osoba lub rzecz to lir.
Jak nazywał się tytułowy pilot z powieści Stanisława Lema?,"['Pirx', '1944']",Słynna osoba lub rzecz to Pirx.
"Jak nazywa się wierzchnie okrycie w kształcie prostokątnego kawałka tkaniny z otworem na głowę, używane przez meksykańskie plemiona pasterskie?",['ponczo'],Słynna osoba lub rzecz to ponczo.
Akwarysta to osoba hodująca ryby w akwarium czy malarz farbami akwarelowymi?,['osoba hodująca ryby w akwarium'],Słynna osoba lub rzecz to osoba hodująca ryby w akwarium.
Jak brzmi mianownik l. mn. rzeczownika mędrzec?,['mędrcy'],Słynna osoba lub rzecz to mędrcy.
Czy tradycyjne gondole weneckie posiadają stery?,['nie'],W literaturze Polski odpowiedź jest nie.
"Jak nazywa się wypukłość na grzbiecie konia, za karkiem?",['kłąb'],Słynna osoba lub rzecz to kłąb.
Jak nazywa się najgłębsze miejsce Oceanu Atlantyckiego?,['Rów Portoryko'],Słynna osoba lub rzecz to Rów Portoryko.
Ile lat ważny jest polski paszport wydawany dorosłym?,['10'],Rok wydarzenia to 10.
"Jak nazywał się chór rewelersów, w którym występował Mieczysław Fogg?",['chór Dana'],Słynna osoba lub rzecz to chór Dana.
Ilu gramom równa się angielska jednostka uncja?,['28'],Rok wydarzenia to 28.
Od imienia której postaci historycznej wywodzi się tytuł władcy – cesarz?,['Juliusz Cezar'],Słynna osoba lub rzecz to Juliusz Cezar.
Którego września została zaatakowana Poczta Polska w Gdańsku?,"['pierwszego', '1']",Słynna osoba lub rzecz to pierwszego.
Jak nazywa się typ roweru z dużym przednim kołem i małym tylnym?,"['bicykl', 'welocyped']",Słynna osoba lub rzecz to bicykl.
"Która dynastia panowała na Litwie, w Polsce, na Węgrzech i w Czechach w XVI wieku?",['Jagiellonowie'],Słynna osoba lub rzecz to Jagiellonowie.
Ile wszystkich palców ma człowiek?,['20'],Rok wydarzenia to 20.
"Proszę podać rozwiązanie zagadki: nie je, nie pije, a chodzi i bije?",['zegar'],Słynna osoba lub rzecz to zegar.
Brukselka to odmiana kapusty czy dyni?,['kapusty'],Słynna osoba lub rzecz to kapusty.
Jak z francuskiego nazywa się wykaz utworów granych w danym teatrze w danym czasie?,['repertuar'],Słynna osoba lub rzecz to repertuar.
Kto jest liderem i solistą zespołu Kult?,['Kazik Staszewski'],Słynna osoba lub rzecz to Kazik Staszewski.
Co przedstawia widowisko naumachia?,['bitwę morską'],Słynna osoba lub rzecz to bitwę morską.
Na którym kontynencie rozciąga się pustynia Gobi?,['w Azji'],Zdarzenie miało miejsce w Azji.
Kto jest autorem „traktatu o dobrej robocie”?,['Tadeusz Kotarbiński'],Słynna osoba lub rzecz to Tadeusz Kotarbiński.
Jak w muzyce nazywa się wykonanie utworu z nut bez przygotowania?,['a vista'],Słynna osoba lub rzecz to a vista.
Czy puszka Pandory pełna była nieustających dóbr oraz szczęścia?,['nie'],W literaturze Polski odpowiedź jest nie.
Czarna Hańcza rozpoczyna swój bieg w Polsce – a w jakim kraju kończy?,['na Białorusi'],Słynna osoba lub rzecz to na Białorusi.
Nad jaką zatoką leży Hawana?,['nad Zatoką Meksykańską'],Słynna osoba lub rzecz to nad Zatoką Meksykańską.
Jak nazywa się zewnętrzna warstwa atmosfery Słońca?,['korona słoneczna'],Słynna osoba lub rzecz to korona słoneczna.
Jakie jest ograniczenie prędkości w strefie zamieszkania?,['20 km/h'],Rok wydarzenia to 20 km/h.
Który rzymski wódz rzekł „Kości zostały rzucone” przekraczając Rubikon?,['Juliusz Cezar'],Słynna osoba lub rzecz to Juliusz Cezar.
"Na czym znajduje się napis: „żywych zwołuję, zmarłych opłakuję”?",['na dzwonach'],Słynna osoba lub rzecz to na dzwonach.
Epoka jakiego metalu nastąpiła po epoce brązu?,['żelaza'],Słynna osoba lub rzecz to żelaza.
Jak nazywał się konstruktor pierwszego sztywnego sterowca?,['Ferdinand von Zeppelin'],Słynna osoba lub rzecz to Ferdinand von Zeppelin.
"Jak nazywały się hiszpańskie oddziały ochotnicze, które w II wojnie światowej wzięły udział po stronie nazistowskich Niemiec przeciwko ZSRR?",['Błękitna Dywizja'],Słynna osoba lub rzecz to Błękitna Dywizja.
Ile kadłubów ma katamaran?,"['dwa', '2']",Słynna osoba lub rzecz to dwa.
Na jakim dystansie jest rozgrywany sprint w kolarstwie torowym?,"['1000 m', '1 km', 'kilometra']",Rok wydarzenia to 1000 m.
Które polskie miasto w 1938 roku było jednym z największych portów na Bałtyku?,['Gdynia'],Słynna osoba lub rzecz to Gdynia.
"Jak nazywa się rzymski bóg, któremu poświęcony był dąb, wilk i dzięcioł?",['Mars'],Słynna osoba lub rzecz to Mars.
Na podstawie czyjej książki Sydney Pollack wyreżyserował film „Pożegnanie z Afryką”?,['Karen Blixen'],Słynna osoba lub rzecz to Karen Blixen.
W której części oka znajduje się siatkówka i plamka żółta?,['w dnie oka'],Zdarzenie miało miejsce w dnie oka.
Czy trybun ludowy był w starożytnym Rzymie urzędnikiem broniącym plebsu czy ministrem spraw zagranicznych?,['urzędnikiem broniącym spraw plebsu'],Słynna osoba lub rzecz to urzędnikiem broniącym spraw plebsu.
Czy Polska zdobyła złoty medal olimpijski w siatkówce męskiej?,['tak'],W literaturze Polski odpowiedź jest tak.
Która rzeka jest najdłuższym dopływem Dunaju?,['Cisawa'],Słynna osoba lub rzecz to Cisawa.
"Kto jest twórcą obrazów: „Saskia w czerwonym kapeluszu”, „Saskia jako Flora”?","['Rembrandt van Rĳn', 'Rembrandt Harmenszoon van Rĳn']",Słynna osoba lub rzecz to Rembrandt van Rĳn.
Jak nazywa się nauka o organizmach żywych?,['biologia'],Słynna osoba lub rzecz to biologia.
Jaką szczególną nazwę nosiło powstanie na Sycylii w 1282 r.?,['Nieszpory sycylijskie'],Słynna osoba lub rzecz to Nieszpory sycylijskie.
W którym państwie leży miasto Bangkok?,['w Tajlandii'],Zdarzenie miało miejsce w Tajlandii.
Jak nazywa się odgłos wydawany przez kurę?,['gdakanie'],Słynna osoba lub rzecz to gdakanie.
Jaką dyscyplinę sportu uprawiał Jacek Wszoła?,['skok wzwyż'],Słynna osoba lub rzecz to skok wzwyż.
Czy figury przystające mają równe pola powierzchni?,['tak'],W literaturze Polski odpowiedź jest tak.
Które miasto Ukrainy jest znane ze Schodów Potiomkinowskich?,['Odessa'],Słynna osoba lub rzecz to Odessa.
Monday to po angielsku który dzień tygodnia?,['poniedziałek'],Słynna osoba lub rzecz to poniedziałek.
Co oznacza łacińskie „festina lente”?,['śpiesz się powoli'],Słynna osoba lub rzecz to śpiesz się powoli.
Jak nazywa się używany obecnie alfabet rosyjski?,['grażdanka'],Słynna osoba lub rzecz to grażdanka.
W którym roku rozpoczęła działalność ONZ?,['w 1945'],Zdarzenie miało miejsce w 1945.
Czy orzeszki pistacjowe i orzeszki ziemne są owocami tej samej rośliny?,['nie'],W literaturze Polski odpowiedź jest nie.
"Jak nazywał się król z mitologii greckiej, którego dotyk zamieniał wszystko w złoto?",['Midas'],Słynna osoba lub rzecz to Midas.
Hydrofobia to paniczny lęk przed?,['wodą'],Słynna osoba lub rzecz to wodą.
Jak nazywała się pierwsza w historii Indii kobieta pełniąca funkcję premiera?,['Indira Gandhi'],Słynna osoba lub rzecz to Indira Gandhi.
Instytut Cervantesa powstał w celu upowszechniania którego języka?,['hiszpańskiego'],Słynna osoba lub rzecz to hiszpańskiego.
Parsek jest jednostką odległości używaną w której dziedzinie nauki?,['w astronomii'],Zdarzenie miało miejsce w astronomii.
Wojska którego państwa poniosły klęskę podczas dwóch bitew nad Marną podczas I wojny światowej?,['Niemiec'],Słynna osoba lub rzecz to Niemiec.
Jak nazywa się pieczęć sygnetowa papieża?,['Pierścień Rybaka'],Słynna osoba lub rzecz to Pierścień Rybaka.
Czy liwr to dawna moneta włoska?,['nie'],W literaturze Polski odpowiedź jest nie.
"Jaką nazwę nosi trichlorometan, środek do znieczuleń?",['chloroform'],Słynna osoba lub rzecz to chloroform.
W którym wieku została założona opera wiedeńska?,"['w XIX', '19']",Zdarzenie miało miejsce w XIX.
Jakim skrótem określane są brytyjskie królewskie siły powietrzne?,['RAF'],Słynna osoba lub rzecz to RAF.
Na którym archipelagu znajduje się port Pearl Harbor?,['na Hawajach'],Słynna osoba lub rzecz to na Hawajach.
Kto śpiewa piosenkę „Na zakręcie” do tekstu Agnieszki Osieckiej?,['Krystyna Janda'],Słynna osoba lub rzecz to Krystyna Janda.
Jaka statuetka jest główną nagrodą na festiwalu filmowym w Berlinie?,['Złoty Niedźwiedź'],Słynna osoba lub rzecz to Złoty Niedźwiedź.
Jak nazywa się podstawowy interwał skali diatonicznej?,['oktawa'],Słynna osoba lub rzecz to oktawa.
Ile radianów liczy kąt pełny?,"['2 pi radianów', '2 π']",Rok wydarzenia to 2 pi radianów.
Jak nazywa się pszczela rodzina?,['rój'],Słynna osoba lub rzecz to rój.
Jak nazywa się przyrząd do wykrywania drgań skorupy ziemskiej?,['sejsmograf'],Słynna osoba lub rzecz to sejsmograf.
Czy w powieści „Studium w szkarłacie” występuje postać Sherlocka Holmesa?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak z łaciny nazywa się zbyt szybkie i mocne bicie serca?,['palpitacja'],Słynna osoba lub rzecz to palpitacja.
Gros to ile tuzinów?,"['dwanaście', '12']",Słynna osoba lub rzecz to dwanaście.
Z którego języka zapożyczono do polszczyzny określenie „wiktuały” odnoszące się do produktów żywnościowych?,"['z łaciny', 'z łacińskiego']",Słynna osoba lub rzecz to z łaciny.
Jaką rzymską boginię utożsamiano z grecką Afrodytą?,['Wenus'],Słynna osoba lub rzecz to Wenus.
Co było atrybutem Posejdona?,['trójząb'],Słynna osoba lub rzecz to trójząb.
"Jak nazywał się młody kmieć, bohater Starej Baśni?",['Doman'],Słynna osoba lub rzecz to Doman.
Kto zagrał Lusię w filmie „Nie ma róży bez ognia”?,['Stanisława Celińska'],Słynna osoba lub rzecz to Stanisława Celińska.
W którym roku utworzono getto żydowskie w Warszawie?,['w 1940'],Zdarzenie miało miejsce w 1940.
Którego dnia obchodzony jest Narodowy Dzień Pamięci „Żołnierzy Wyklętych”?,['1 marca'],Rok wydarzenia to 1 marca.
Czy Ernest Hemingway był laureatem Nagrody Nobla?,['tak'],W literaturze Polski odpowiedź jest tak.
Czy zespół Bon Jovi wystąpił kiedykolwiek w Polsce?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się dzieło zawierające spis rysunków i opisów herbów?,['herbarz'],Słynna osoba lub rzecz to herbarz.
U ujścia której rzeki leży Kołobrzeg?,['Parsęty'],Słynna osoba lub rzecz to Parsęty.
W którym mieście przed II wojną światową prezentowana była Panorama Racławicka?,['we Lwowie'],Zdarzenie miało miejsce we Lwowie.
Ile wynosi średnia głębokość Bałtyku – więcej czy mniej niż 100 m?,['mniej'],Słynna osoba lub rzecz to mniej.
"Co oznacza „dura lex, sed lex”?","['twarde prawo, ale prawo']","Słynna osoba lub rzecz to twarde prawo, ale prawo."
Z jakiego państwa pochodzi Manuel Noriega?,['z Panamy'],Słynna osoba lub rzecz to z Panamy.
W którym mieście znajduje się meczet o nazwie Serce Czeczenii?,['w Groznym'],Zdarzenie miało miejsce w Groznym.
"Kto jest autorem obrazów: „Bociany”, „Żurawie”?",['Józef Chełmoński'],Słynna osoba lub rzecz to Józef Chełmoński.
Które afrykańskie państwo leży nad Oceanem Atlantyckim i Morzem Śródziemnym?,['Maroko'],Słynna osoba lub rzecz to Maroko.
Jak nazywa się dział kryminalistyki ustalający tożsamość na podstawie linii papilarnych?,['daktyloskopia'],Słynna osoba lub rzecz to daktyloskopia.
Którą powieść Sienkiewicza zekranizował Aleksander Ford?,['Krzyżacy'],Słynna osoba lub rzecz to Krzyżacy.
Nad jaką rzeką leży stolica Rosji?,['nad Moskwą'],Słynna osoba lub rzecz to nad Moskwą.
Który amerykański aktor nosił prawdziwe nazwisko Marion Morrison?,['John Wayne'],Słynna osoba lub rzecz to John Wayne.
Które miasto w XIX wieku było siedzibą władz brytyjskich w Indiach?,['Kalkuta'],Słynna osoba lub rzecz to Kalkuta.
Z jakiego kraju pochodził samochód określany pogardliwie jako mydelniczka?,['z NRD'],Słynna osoba lub rzecz to z NRD.
"Jak nazywa się przyrząd do gromadzenia ładunku elektrycznego, który w nazwie ma miasto rodzinne Rembrandta?",['butelka lejdejska'],Słynna osoba lub rzecz to butelka lejdejska.
Który król był gospodarzem uczty wydanej przez Mikołaja Wierzynka?,['Kazimierz Wielki'],Słynna osoba lub rzecz to Kazimierz Wielki.
Jak nazywa się rytualne japońskie samobójstwo?,"['seppuku', 'harakiri']",Słynna osoba lub rzecz to seppuku.
Jakiego koloru jest minerał azuryt?,"['lazurowego', 'niebieskiego']",Słynna osoba lub rzecz to lazurowego.
Jak brzmiał najwyższy tytuł w hierarchii stanowisk państwowych w feudalnej Japonii?,['szogun'],Słynna osoba lub rzecz to szogun.
Czy pacynka to lalka zakładana na dłoń aktora czy sterowana sznurkami?,['zakładana na dłoń aktora'],Słynna osoba lub rzecz to zakładana na dłoń aktora.
Ile metrów ma kilometr?,"['tysiąc', '1000']",Słynna osoba lub rzecz to tysiąc.
Kto z wielkiej Trójki Tenorów był Włochem?,['Luciano Pavarotti'],Słynna osoba lub rzecz to Luciano Pavarotti.
Które tempo jest wolniejsze: andante czy adagio?,['adagio'],Słynna osoba lub rzecz to adagio.
"Który aktor, bratanek Francisa Coppoli, zagrał w filmie „Zostawić Las Vegas”?",['Nicolas Cage'],Słynna osoba lub rzecz to Nicolas Cage.
Kto mianuje w Polsce ambasadorów?,['prezydent'],Słynna osoba lub rzecz to prezydent.
Dzięki jakiej tamie powstało jezioro Nasera na granicy Egiptu i Sudanu?,['Wysokiej Tamie Asuańskiej'],Słynna osoba lub rzecz to Wysokiej Tamie Asuańskiej.
"Jaką dziedziną sztuki zajmowali się Edward, Jan i Józef Reszka?","['byli śpiewakami operowymi', 'śpiewem operowym']",Słynna osoba lub rzecz to byli śpiewakami operowymi.
La Cucaracha – co oznacza to słowo?,['karaluch'],Słynna osoba lub rzecz to karaluch.
Jak nazywa się mimowolnie powtarzający się skurcz mięśni mimicznych twarzy?,['tik'],Słynna osoba lub rzecz to tik.
Od której części ciała zaczyna psuć się ryba według przysłowia?,['od głowy'],Słynna osoba lub rzecz to od głowy.
Czy Andrzej Łapicki był posłem na Sejm?,['tak'],W literaturze Polski odpowiedź jest tak.
Jak nazywa się wykres prądów czynnościowych mózgu?,"['EEG', 'elektroencefalogram']",Słynna osoba lub rzecz to EEG.
Jak ma na imię córka amerykańskiego aktora Henry'ego Fondy?,['Jane'],Słynna osoba lub rzecz to Jane.
Jak nazywa się poziome wyrobisko którego ujście znajduje się na stoku góry?,['sztolnia'],Słynna osoba lub rzecz to sztolnia.
W którym mieście zaczynał i kończył podróż główny bohater powieści „W 80 dni dookoła świata”?,['w Londynie'],Zdarzenie miało miejsce w Londynie.
Co znaczy „manus manum lavat”?,['ręka rękę myje'],Słynna osoba lub rzecz to ręka rękę myje.
Nad jaką zatoką Bałtyku leżą Helsinki?,['nad Zatoką Fińską'],Słynna osoba lub rzecz to nad Zatoką Fińską.
Jaką dziedziną sztuki uprawiał Gerard Wilk?,['taniec'],Słynna osoba lub rzecz to taniec.
"Jak nazywała się bogini, matka Eneasza?",['Afrodyta'],Słynna osoba lub rzecz to Afrodyta.
"Jak nazywa się amerykański reżyser filmowy, twórca filmów „Kill Bill”, „Bękarty wojny”, „Pulp fiction”?",['Quentin Tarantino'],Słynna osoba lub rzecz to Quentin Tarantino.
W którym mieście odbywa się Międzynarodowy Konkurs Skrzypcowy im. Wieniawskiego?,['w Poznaniu'],Zdarzenie miało miejsce w Poznaniu.
Gdzie Napoleon przegrał swoją ostatnią bitwę?,['pod Waterloo'],Słynna osoba lub rzecz to pod Waterloo.
Który włoski kompozytor poświęcił operę wodzowi Hunów Attyli?,['Henri Bertini'],Słynna osoba lub rzecz to Henri Bertini.
Czyj warkocz został przeniesiony jako gwiazdozbiór?,['Bereniki'],Słynna osoba lub rzecz to Bereniki.
Z której opery pochodzą słowa: „szumią jodły na gór szczycie”?,['z Halki'],Słynna osoba lub rzecz to z Halki.
